id,title,department,location,required_skills,preferred_skills,education,experience_required,responsibilities,employment_type,company_name,industry,salary_range,job_posted_date,application_deadline,work_mode
7148,Data Engineer,Data Science,"Itahari, Karnali Province, Nepal","['cockroachdb', 'digitalocean', 'flask', 'microservices', 'next.js', 'php', 'rest apis', 'tdd']","['cockroachdb', 'digitalocean', 'flask']",master of business administration (technology),11,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Mobile Development,"NPR 1,041,917–1,714,237",2025-08-02,2025-08-22,Hybrid
7149,Frontend Engineer,Backend Team,"Mahendranagar, Bagmati Province, Nepal","['azure', 'dynamodb', 'go', 'graphql apis', 'react', 'react native', 'rest apis', 'tdd', 'typescript']","['react native', 'react', 'go']",bachelor of computer applications,7,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 1,068,352–1,338,382",2025-08-07,2025-09-05,WFH
7150,Engineering Manager,Development,"Dhangadhi, Madhesh Province, Nepal","['dynamodb', 'heroku', 'javascript', 'laravel', 'microservices', 'nuxt.js', 'python', 'rest apis', 'security best practices', 'tailwind css']","['nuxt.js', 'laravel', 'heroku']",master of technology,1,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Mobile Development,"NPR 1,394,070–1,825,549",2025-08-08,2025-09-02,WFH
7151,Data Scientist,Data Science,"Itahari, Karnali Province, Nepal","['ci/cd', 'dynamodb', 'flask', 'gcp', 'graphql', 'graphql apis', 'php', 'rust', 'scaling', 'svelte']","['dynamodb', 'php', 'flask']",master of science in it,9,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Mobile Development,"NPR 1,306,205–1,824,976",2025-08-01,2025-08-16,Hybrid
7152,QA Engineer,Frontend Team,"Hetauda, Sudurpashchim Province, Nepal","['aws', 'ci/cd', 'django', 'elasticsearch', 'gcp', 'graphql', 'microservices', 'python', 'redis', 'scala', 'unit testing', 'vue']","['aws', 'python', 'elasticsearch']",diploma in it,13,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Software Services,"NPR 1,082,032–1,665,524",2025-08-08,2025-09-03,Hybrid
7153,Software Engineer,Data Science,"Butwal, Gandaki Province, Nepal","['aws', 'ci/cd', 'cockroachdb', 'express.js', 'microservices', 'nuxt.js', 'python', 'security best practices']","['nuxt.js', 'express.js', 'python']",master of science in it,2,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Data Analytics,"NPR 1,417,008–1,695,681",2025-08-10,2025-08-27,Onsite
7154,Full Stack Engineer,Mobile Apps,"Bhaktapur, Gandaki Province, Nepal","['azure', 'c#', 'ci/cd', 'github actions', 'graphql apis', 'material ui', 'postgresql', 'react', 'ruby on rails', 'scaling']","['c#', 'azure', 'react']",self-taught,3,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,IT Consulting,"NPR 1,103,958–1,509,180",2025-08-05,2025-08-28,Onsite
7155,Engineering Manager,Development,"Jumla, Gandaki Province, Nepal","['azure', 'ci/cd', 'django', 'integration testing', 'javascript', 'redis', 'scala', 'sqlite', 'unit testing', 'vue']","['javascript', 'sqlite', 'django']",master of business administration (technology),6,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Mobile Development,"NPR 951,788–1,725,803",2025-08-07,2025-08-31,Hybrid
7156,Frontend Engineer,Mobile Apps,"Ilam, Gandaki Province, Nepal","['elasticsearch', 'firebase', 'graphql apis', 'laravel', 'performance tuning', 'rabbitmq', 'ruby on rails', 'security best practices', 'sqlite', 'svelte', 'terraform', 'typescript']","['sqlite', 'terraform', 'ruby on rails']",bachelor of computer applications,6,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Data Analytics,"NPR 881,512–1,335,731",2025-08-02,2025-08-24,Onsite
7157,Full Stack Engineer,Backend Team,"Bhaktapur, Lumbini Province, Nepal","['fastapi', 'firebase', 'go', 'integration testing', 'microservices', 'ruby on rails', 'scala', 'sqlite', 'swift', 'tdd', 'vue']","['go', 'firebase', 'fastapi']",bachelor of engineering in computer engineering,0,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Data Analytics,"NPR 1,357,583–2,099,397",2025-08-01,2025-08-28,WFH
7158,Engineering Manager,Development,"Mahendranagar, Lumbini Province, Nepal","['aws', 'flask', 'go', 'integration testing', 'monolithic apps', 'python', 'redis', 'rest apis', 'vue']","['python', 'aws', 'go']",master of science in it,10,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,IT Consulting,"NPR 1,380,346–2,004,065",2025-08-09,2025-08-30,Onsite
7159,DevOps Engineer,Backend Team,"Dharan, Province No. 1, Nepal","['angular', 'c#', 'dynamodb', 'gcp', 'go', 'jenkins', 'microservices', 'next.js', 'node.js', 'performance tuning', 'security best practices', 'tailwind css']","['c#', 'jenkins', 'node.js']",master of technology,3,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Mobile Development,"NPR 1,394,408–1,850,042",2025-08-09,2025-08-24,Onsite
7160,QA Engineer,Backend Team,"Chitwan, Bagmati Province, Nepal","['ci/cd', 'firebase', 'heroku', 'javascript', 'node.js', 'rest apis', 'security best practices', 'svelte']","['svelte', 'heroku', 'firebase']",bachelor of computer applications,13,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Data Analytics,"NPR 1,463,100–2,124,141",2025-08-02,2025-08-19,Onsite
7161,DevOps Engineer,Frontend Team,"Mahendranagar, Gandaki Province, Nepal","['aws', 'django', 'express.js', 'gcp', 'graphql apis', 'integration testing', 'mongodb', 'react', 'security best practices', 'tailwind css', 'typescript']","['tailwind css', 'typescript', 'react']",master of technology,7,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,IT Consulting,"NPR 1,440,230–1,798,490",2025-08-05,2025-09-04,Onsite
7162,Product Engineer,Data Science,"Gorkha, Lumbini Province, Nepal","['django', 'firebase', 'integration testing', 'javascript', 'nuxt.js', 'postgresql', 'rest apis', 'scaling']","['postgresql', 'firebase', 'javascript']",master of business administration (technology),1,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Data Analytics,"NPR 1,007,235–1,799,435",2025-08-10,2025-08-31,Onsite
7163,Software Engineer,Frontend Team,"Itahari, Bagmati Province, Nepal","['digitalocean', 'gcp', 'go', 'graphql apis', 'integration testing', 'laravel', 'rest apis', 'sqlite', 'svelte']","['digitalocean', 'go', 'gcp']",master of business administration (technology),4,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Data Analytics,"NPR 1,499,955–2,289,041",2025-08-02,2025-08-18,WFH
7164,DevOps Engineer,Frontend Team,"Bara, Bagmati Province, Nepal","['ansible', 'fastapi', 'firebase', 'kotlin', 'monolithic apps', 'next.js', 'php', 'redis', 'redux', 'tdd', 'unit testing']","['firebase', 'php', 'kotlin']",bim,8,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Web Development,"NPR 814,544–1,316,070",2025-08-01,2025-08-23,WFH
7165,Product Engineer,Frontend Team,"Lalitpur, Bagmati Province, Nepal","['angular', 'ansible', 'aws', 'integration testing', 'next.js', 'node.js', 'rest apis', 'sqlite', 'typescript', 'unit testing']","['typescript', 'ansible', 'node.js']",self-taught,6,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 870,139–1,371,633",2025-08-10,2025-08-26,Hybrid
7166,Software Engineer,Backend Team,"Jumla, Bagmati Province, Nepal","['angular', 'ci/cd', 'firebase', 'flask', 'javascript', 'redis', 'rest apis', 'security best practices']","['redis', 'firebase', 'javascript']",diploma in it,2,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 1,237,193–1,788,644",2025-08-01,2025-08-28,Hybrid
7167,Data Scientist,Data Science,"Chitwan, Karnali Province, Nepal","['django', 'gcp', 'integration testing', 'monolithic apps', 'performance tuning', 'postgresql', 'python', 'rabbitmq', 'react', 'ruby on rails', 'typescript']","['ruby on rails', 'django', 'gcp']",master of technology,5,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 806,821–1,330,886",2025-08-09,2025-09-06,WFH
7168,Data Scientist,Frontend Team,"Dharan, Karnali Province, Nepal","['ci/cd', 'cockroachdb', 'heroku', 'integration testing', 'next.js', 'php', 'ruby on rails', 'scaling']","['heroku', 'cockroachdb', 'php']",bachelor of engineering in computer engineering,0,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Data Analytics,"NPR 1,211,685–1,861,231",2025-08-09,2025-09-05,WFH
7169,Mobile Developer,Data Science,"Nepalgunj, Province No. 1, Nepal","['aws', 'django', 'graphql apis', 'mysql', 'node.js', 'nuxt.js', 'php', 'scaling', 'tdd', 'terraform', 'vue']","['nuxt.js', 'django', 'node.js']",master of science in it,4,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,IT Consulting,"NPR 1,495,658–1,939,318",2025-08-02,2025-08-27,Hybrid
7170,Product Engineer,Data Science,"Chitwan, Karnali Province, Nepal","['angular', 'ci/cd', 'express.js', 'go', 'heroku', 'integration testing', 'sqlite', 'unit testing']","['go', 'express.js', 'sqlite']",bim,5,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Web Development,"NPR 1,495,468–1,881,026",2025-08-10,2025-09-06,WFH
7171,Data Engineer,Frontend Team,"Gorkha, Bagmati Province, Nepal","['aws', 'ci/cd', 'flutter', 'go', 'graphql apis', 'heroku', 'redis', 'security best practices', 'svelte']","['svelte', 'heroku', 'redis']",bachelor of science in computer science,7,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Data Analytics,"NPR 1,149,884–1,419,423",2025-08-10,2025-09-09,Onsite
7172,QA Engineer,Development,"Lalitpur, Province No. 1, Nepal","['angular', 'ci/cd', 'dynamodb', 'firebase', 'go', 'graphql', 'monolithic apps', 'python', 'sqlite', 'unit testing']","['sqlite', 'dynamodb', 'go']",master of technology,0,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Mobile Development,"NPR 1,216,739–1,587,936",2025-08-01,2025-08-23,Onsite
7173,Data Engineer,Mobile Apps,"Ilam, Lumbini Province, Nepal","['apache kafka', 'c#', 'dynamodb', 'heroku', 'ionic', 'nuxt.js', 'postgresql', 'rest apis', 'ruby on rails', 'scaling', 'terraform', 'unit testing']","['dynamodb', 'nuxt.js', 'terraform']",self-taught,0,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 1,138,321–1,363,759",2025-08-07,2025-08-25,Hybrid
7174,Data Engineer,Frontend Team,"Itahari, Karnali Province, Nepal","['angular', 'express.js', 'gcp', 'github actions', 'graphql apis', 'jenkins', 'microservices', 'mysql', 'rust', 'scaling']","['mysql', 'angular', 'express.js']",master of business administration (technology),0,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Mobile Development,"NPR 1,050,383–1,845,150",2025-08-01,2025-08-17,WFH
7175,DevOps Engineer,Mobile Apps,"Bhaktapur, Madhesh Province, Nepal","['bootstrap', 'c#', 'digitalocean', 'elasticsearch', 'go', 'graphql apis', 'next.js', 'react', 'react native', 'redis', 'tdd', 'unit testing']","['redis', 'react', 'go']",self-taught,12,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Software Services,"NPR 819,635–1,242,211",2025-08-07,2025-08-23,Onsite
7176,Frontend Engineer,Development,"Kathmandu, Province No. 1, Nepal","['cockroachdb', 'gcp', 'kubernetes', 'microservices', 'node.js', 'performance tuning', 'react', 'redis', 'rust', 'scaling', 'swift']","['redis', 'cockroachdb', 'kubernetes']",master of science in it,4,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 923,515–1,137,428",2025-08-08,2025-09-04,WFH
7177,QA Engineer,Data Science,"Jumla, Bagmati Province, Nepal","['aws', 'cockroachdb', 'fastapi', 'microservices', 'monolithic apps', 'php', 'react', 'unit testing']","['fastapi', 'react', 'aws']",master of science in it,1,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,IT Consulting,"NPR 1,236,694–1,808,117",2025-08-08,2025-09-06,Hybrid
7178,Data Scientist,Frontend Team,"Dang, Province No. 1, Nepal","['angular', 'digitalocean', 'django', 'dynamodb', 'go', 'heroku', 'integration testing', 'microservices', 'mysql', 'performance tuning', 'spring boot', 'tailwind css']","['digitalocean', 'spring boot', 'django']",self-taught,12,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Software Services,"NPR 1,179,611–1,929,477",2025-08-03,2025-09-01,Onsite
7179,Full Stack Engineer,Mobile Apps,"Dharan, Bagmati Province, Nepal","['bootstrap', 'ci/cd', 'express.js', 'gcp', 'go', 'laravel', 'mongodb', 'monolithic apps', 'scala', 'security best practices', 'sqlite', 'svelte']","['bootstrap', 'sqlite', 'scala']",diploma in it,0,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Data Analytics,"NPR 801,675–1,460,340",2025-08-10,2025-08-31,Hybrid
7180,Software Engineer,Data Science,"Jumla, Sudurpashchim Province, Nepal","['firebase', 'flask', 'graphql apis', 'microservices', 'monolithic apps', 'python', 'react', 'sqlite']","['react', 'flask', 'python']",master of technology,14,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Web Development,"NPR 1,322,889–1,681,012",2025-08-07,2025-08-26,WFH
7181,QA Engineer,Mobile Apps,"Janakpur, Sudurpashchim Province, Nepal","['azure', 'fastapi', 'graphql apis', 'monolithic apps', 'node.js', 'performance tuning', 'python', 'redis', 'svelte']","['fastapi', 'node.js', 'svelte']",bachelor of engineering in computer engineering,9,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Data Analytics,"NPR 1,374,742–1,714,044",2025-08-03,2025-09-01,Hybrid
7182,QA Engineer,Backend Team,"Janakpur, Karnali Province, Nepal","['.net core', 'ci/cd', 'cockroachdb', 'firebase', 'gcp', 'integration testing', 'jenkins', 'rest apis', 'rust', 'svelte', 'typescript']","['typescript', '.net core', 'svelte']",master of science in it,15,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 997,743–1,376,015",2025-08-08,2025-09-03,Onsite
7183,QA Engineer,Development,"Dharan, Karnali Province, Nepal","['azure', 'cockroachdb', 'performance tuning', 'python', 'ruby on rails', 'security best practices', 'tdd', 'vue']","['ruby on rails', 'cockroachdb', 'python']",diploma in it,6,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Data Analytics,"NPR 1,186,540–1,569,840",2025-08-03,2025-08-18,WFH
7184,Engineering Manager,Mobile Apps,"Pokhara, Madhesh Province, Nepal","['digitalocean', 'flutter', 'microservices', 'monolithic apps', 'node.js', 'postgresql', 'python', 'react', 'scaling', 'spring boot', 'typescript']","['node.js', 'python', 'digitalocean']",self-taught,1,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Web Development,"NPR 1,155,592–1,557,261",2025-08-08,2025-08-24,Hybrid
7185,Data Engineer,Backend Team,"Mahendranagar, Sudurpashchim Province, Nepal","['django', 'graphql apis', 'heroku', 'javascript', 'microservices', 'mysql', 'next.js', 'nuxt.js', 'spring boot', 'tdd']","['spring boot', 'javascript', 'nuxt.js']",bachelor of computer applications,11,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,IT Consulting,"NPR 1,448,617–1,666,143",2025-08-02,2025-08-27,Onsite
7186,Software Engineer,Mobile Apps,"Dharan, Lumbini Province, Nepal","['ci/cd', 'graphql apis', 'heroku', 'next.js', 'ruby on rails', 'scala', 'security best practices', 'sqlite']","['sqlite', 'scala', 'ruby on rails']",diploma in it,0,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,380,015–1,870,950",2025-08-02,2025-08-27,Hybrid
7187,Frontend Engineer,Frontend Team,"Gorkha, Gandaki Province, Nepal","['azure', 'dynamodb', 'microservices', 'node.js', 'rest apis', 'scala', 'security best practices', 'svelte']","['svelte', 'node.js', 'azure']",master of business administration (technology),8,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Software Services,"NPR 1,437,853–2,235,386",2025-08-07,2025-08-31,Hybrid
7188,Frontend Engineer,Development,"Hetauda, Sudurpashchim Province, Nepal","['angular', 'flask', 'graphql apis', 'heroku', 'integration testing', 'performance tuning', 'scala', 'sqlite']","['heroku', 'scala', 'angular']",master of technology,14,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Data Analytics,"NPR 938,715–1,231,109",2025-08-10,2025-08-29,Hybrid
7189,Data Engineer,Data Science,"Itahari, Province No. 1, Nepal","['cockroachdb', 'gcp', 'graphql apis', 'integration testing', 'node.js', 'python', 'security best practices', 'vue']","['cockroachdb', 'vue', 'node.js']",master of business administration (technology),0,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 829,362–1,447,264",2025-08-07,2025-08-23,WFH
7190,Backend Engineer,Data Science,"Kathmandu, Lumbini Province, Nepal","['graphql apis', 'heroku', 'javascript', 'laravel', 'mobx', 'mongodb', 'mysql', 'performance tuning', 'react', 'rest apis']","['heroku', 'mongodb', 'mobx']",self-taught,0,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,IT Consulting,"NPR 928,022–1,297,606",2025-08-06,2025-09-04,Hybrid
7191,Full Stack Engineer,Frontend Team,"Mahendranagar, Lumbini Province, Nepal","['azure', 'django', 'fastapi', 'react', 'scaling', 'security best practices', 'sqlite', 'tdd', 'typescript']","['azure', 'react', 'django']",bim,3,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 824,747–1,471,545",2025-08-06,2025-09-01,WFH
7192,Frontend Engineer,Backend Team,"Bhaktapur, Sudurpashchim Province, Nepal","['azure', 'go', 'integration testing', 'java', 'laravel', 'mongodb', 'python', 'react', 'redis', 'rest apis', 'scaling', 'vue']","['java', 'mongodb', 'vue']",master of science in it,13,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Mobile Development,"NPR 1,119,408–1,346,506",2025-08-05,2025-08-20,Hybrid
7193,Engineering Manager,Frontend Team,"Ilam, Madhesh Province, Nepal","['aws', 'c#', 'ci/cd', 'digitalocean', 'express.js', 'firebase', 'go', 'graphql apis', 'ruby', 'scaling', 'vue']","['digitalocean', 'c#', 'express.js']",bachelor of science in computer science,11,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Software Services,"NPR 1,039,019–1,727,808",2025-08-01,2025-08-19,WFH
7194,Product Engineer,Mobile Apps,"Nepalgunj, Province No. 1, Nepal","['django', 'express.js', 'firebase', 'integration testing', 'kotlin', 'react', 'redux', 'rust', 'scaling', 'sqlite', 'unit testing']","['redux', 'sqlite', 'react']",bachelor of computer applications,0,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Mobile Development,"NPR 1,146,932–1,758,766",2025-08-07,2025-08-31,Onsite
7195,Frontend Engineer,Backend Team,"Bhimdatta, Bagmati Province, Nepal","['azure', 'firebase', 'microservices', 'next.js', 'node.js', 'performance tuning', 'ruby', 'tdd']","['ruby', 'next.js', 'firebase']",master of technology,1,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Software Services,"NPR 1,446,529–2,203,958",2025-08-07,2025-08-28,Onsite
7196,Backend Engineer,Frontend Team,"Dang, Province No. 1, Nepal","['aws', 'bootstrap', 'docker', 'fastapi', 'firebase', 'integration testing', 'mongodb', 'monolithic apps', 'php', 'rest apis', 'svelte']","['php', 'fastapi', 'svelte']",master of business administration (technology),7,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Web Development,"NPR 891,530–1,296,349",2025-08-03,2025-08-19,WFH
7197,QA Engineer,Mobile Apps,"Chitwan, Province No. 1, Nepal","['cockroachdb', 'django', 'gcp', 'graphql apis', 'integration testing', 'javascript', 'mysql', 'next.js', 'react', 'scaling']","['mysql', 'next.js', 'gcp']",bachelor of engineering in computer engineering,0,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Web Development,"NPR 1,298,555–2,027,429",2025-08-09,2025-08-24,WFH
7198,Mobile Developer,Development,"Chitwan, Sudurpashchim Province, Nepal","['azure', 'c#', 'ci/cd', 'go', 'javascript', 'next.js', 'react native', 'redis', 'scala', 'scaling', 'tdd']","['redis', 'next.js', 'azure']",master of technology,10,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Data Analytics,"NPR 1,324,793–1,772,762",2025-08-03,2025-08-30,WFH
7199,Mobile Developer,Backend Team,"Dharan, Karnali Province, Nepal","['ci/cd', 'cockroachdb', 'digitalocean', 'firebase', 'heroku', 'node.js', 'php', 'redux', 'scaling', 'security best practices', 'vue']","['php', 'cockroachdb', 'node.js']",bachelor of computer applications,11,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Software Services,"NPR 879,018–1,153,199",2025-08-10,2025-08-30,Hybrid
7200,Backend Engineer,Mobile Apps,"Mahendranagar, Madhesh Province, Nepal","['angular', 'digitalocean', 'dynamodb', 'java', 'microservices', 'nuxt.js', 'python', 'rabbitmq', 'ruby on rails', 'tailwind css', 'tdd', 'unit testing']","['rabbitmq', 'ruby on rails', 'java']",master of technology,2,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,IT Consulting,"NPR 980,913–1,425,052",2025-08-02,2025-08-31,Hybrid
7201,Backend Engineer,Development,"Butwal, Karnali Province, Nepal","['.net core', 'aws', 'graphql apis', 'integration testing', 'material ui', 'next.js', 'php', 'redis', 'scaling', 'swift', 'typescript']","['php', '.net core', 'aws']",bachelor of engineering in computer engineering,12,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Data Analytics,"NPR 1,383,933–2,166,018",2025-08-02,2025-08-27,WFH
7202,DevOps Engineer,Backend Team,"Kathmandu, Gandaki Province, Nepal","['azure', 'fastapi', 'firebase', 'microservices', 'monolithic apps', 'ruby on rails', 'scala', 'scaling', 'vue']","['fastapi', 'ruby on rails', 'azure']",bim,2,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Software Services,"NPR 967,776–1,435,271",2025-08-07,2025-08-31,Onsite
7203,Backend Engineer,Frontend Team,"Pokhara, Madhesh Province, Nepal","['ansible', 'ci/cd', 'dynamodb', 'flask', 'gcp', 'go', 'ionic', 'mysql', 'nuxt.js', 'scaling', 'security best practices']","['go', 'flask', 'nuxt.js']",master of technology,7,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Data Analytics,"NPR 832,491–1,572,153",2025-08-04,2025-09-03,Onsite
7204,Backend Engineer,Mobile Apps,"Lalitpur, Sudurpashchim Province, Nepal","['azure', 'go', 'nuxt.js', 'postgresql', 'scaling', 'security best practices', 'tdd', 'typescript']","['go', 'postgresql', 'nuxt.js']",master of science in it,8,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,IT Consulting,"NPR 1,343,393–1,573,025",2025-08-04,2025-08-28,WFH
7205,Product Engineer,Mobile Apps,"Itahari, Gandaki Province, Nepal","['angular', 'gcp', 'javascript', 'laravel', 'monolithic apps', 'scaling', 'sqlite', 'tdd']","['sqlite', 'angular', 'javascript']",bachelor of computer applications,13,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,IT Consulting,"NPR 1,436,547–2,059,034",2025-08-08,2025-08-26,Hybrid
7206,Frontend Engineer,Frontend Team,"Nepalgunj, Karnali Province, Nepal","['azure', 'c#', 'firebase', 'graphql apis', 'kotlin', 'performance tuning', 'react', 'redux', 'ruby', 'security best practices', 'spring boot']","['react', 'ruby', 'c#']",master of technology,0,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Web Development,"NPR 1,193,899–1,672,840",2025-08-10,2025-08-29,WFH
7207,DevOps Engineer,Development,"Dang, Karnali Province, Nepal","['.net core', 'ci/cd', 'heroku', 'integration testing', 'mysql', 'nuxt.js', 'php', 'rest apis']","['nuxt.js', 'php', '.net core']",master of science in it,10,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,IT Consulting,"NPR 1,325,520–1,690,021",2025-08-05,2025-08-20,Onsite
7208,Engineering Manager,Frontend Team,"Itahari, Sudurpashchim Province, Nepal","['cockroachdb', 'fastapi', 'gcp', 'go', 'javascript', 'monolithic apps', 'nuxt.js', 'ruby', 'scaling', 'security best practices']","['go', 'fastapi', 'ruby']",master of business administration (technology),14,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Data Analytics,"NPR 1,251,740–1,771,748",2025-08-08,2025-08-25,Onsite
7209,Engineering Manager,Frontend Team,"Kathmandu, Lumbini Province, Nepal","['angular', 'express.js', 'firebase', 'mongodb', 'monolithic apps', 'performance tuning', 'rest apis', 'scala']","['mongodb', 'firebase', 'scala']",bim,7,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Web Development,"NPR 1,210,391–1,444,723",2025-08-06,2025-09-02,WFH
7210,Mobile Developer,Backend Team,"Bhimdatta, Gandaki Province, Nepal","['ci/cd', 'cockroachdb', 'express.js', 'firebase', 'integration testing', 'next.js', 'ruby', 'tdd']","['express.js', 'firebase', 'ruby']",bachelor of engineering in computer engineering,13,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,IT Consulting,"NPR 1,127,366–1,529,576",2025-08-07,2025-09-05,Onsite
